row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
882878,2026-01-21 19:32:31,ASMTEC.BO,1821,,,,,,86400,2,2681.9,2608.1,2759.0,6.0,0.22,1763078400,0.13229999,1.02,1.287,23209,23209,20066,0.15274,0.25268,-419153760,260690000,2948.8782,5.0,0.0018212614,39458963456,3490715,14038900,0.80568004,0.000120000004,14234047,201.785,12.955621,5.133,37.89,,1.0346477,1.0,1763078400,BSE,EQUITY,1166700032,79.888,825870016,531800000,11650,11650,37211357184,1033.2,4595.55,8.203834,3347.443,2.769,3.283,4535849984,18.046,381.747,7.612,1.611,0.33598998,0.18208,0.18333,0.12009,2745.35,2681.9,2608.1,2759.0,2745.35,68.99578,,ASMTEC.BO,ASM TECHNOLOGIES LTD.,ASM Technologies Limited,Information Technology Services,Technology,2614.25,,,,,,none,,-4.78,2.8,Hold,Buy,High Beta (more volatile)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882879,2026-01-21 19:32:31,ASTAR.BO,1581,,,,,,86400,2,599.75,599.75,600.0,1.5,0.25,1758499200,0.0622,0.19,0.182,503,503,219,0.01648,0.023139998,201299872,857206016,718.14124,0.0,0.0,11031643136,836364,16006800,0.94771004,0.042150002,16006800,1004.98,0.5970268,-0.319,24.11,,-0.22787255,1.5,1758499200,BSE,EQUITY,3706946048,231.583,742643968,5138404864,529,529,9604079616,533.1,870.0,0.31817362,668.477,1.671,3.041,30185029632,31.942,1885.535,-0.319,0.161,0.16386999,0.024600001,0.02903,0.0127799995,599.75,599.75,599.75,600.0,599.75,24.885939,,ASTAR.BO,ASIAN STAR CO.LTD.,Asian Star Company Limited,Luxury Goods,Consumer Cyclical,600.0,,,,,,none,,0.04,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882880,2026-01-21 19:32:31,ASTEC.BO,555,,,,,,86400,2,630.2,577.6,630.2,,,1689897600,0.0,0.15,-0.264,8860,8860,205593,-0.04447,-0.32265,-666630016,-521888000,771.12726,0.0,0.0,16857211904,4932962,22281661,0.73869,0.03022,22363646,192.333,3.0512185,,-56.22,17.7,-0.3766352,1.5,1689897600,BSE,EQUITY,96907000,4.503,-186902000,3670226944,7036,7036,13124105216,577.6,1038.5,3.4702585,717.737,0.419,1.04,3781881088,88.605,188.356,,-0.252,0.34178,-0.04942,-0.2323,-0.30126,617.1,630.2,577.6,630.2,617.1,,33.155365,ASTEC.BO,ASTEC LIFESCIENCES LIMITED,Astec LifeSciences Limited,Agricultural Inputs,Basic Materials,586.85,915.0,800.0,857.5,857.5,3.0,hold,2,-4.9,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
882881,2026-01-21 19:32:31,ASTERDM.BO,15334,,,,,,86400,2,551.4,539.9,570.95,5.0,0.91,1756339200,0.7669,,-0.058,65275,65275,34787,0.05035,0.087139994,-1420225024,5426599936,605.2172,0.0,0.0,295259045888,192288263,516936536,0.53336,0.33815,516936536,87.774,6.471734,0.136,6.51,13.125,0.10723972,1.0,1756339200,BSE,EQUITY,12756400128,24.701,7739800064,20894900224,71960,71960,293645811712,386.15,732.0,6.7891374,631.279,1.779,2.101,43252301824,43.791,85.431,0.098,0.102,0.55589,0.17895001,0.15346,0.0766,551.35,551.4,539.9,570.95,551.35,87.25806,43.28,ASTERDM.BO,Aster DM Healthcare Limited,Aster DM Healthcare Limited,Medical Care Facilities,Healthcare,568.05,900.0,700.0,780.55554,760.0,1.44444,strong_buy,9,3.03,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882882,2026-01-21 19:32:31,ASTRAL.BO,,7,6,4,1,4,86400,2,1391.15,1334.0,1394.35,3.75,0.27,1762819200,0.19780001,0.16,0.109,26029,26029,24121,0.087139994,0.13975,2849250048,9114000384,1432.3313,3.75,0.0026950305,370643369984,119931721,268650163,0.54319,0.25397,268650163,140.62,9.582208,0.225,18.92,27.38916,-0.046004593,1.5,1762819200,BSE,EQUITY,5552999936,20.68,9379000320,2556000000,16552,16552,361992650752,1232.0,1595.0,6.0161653,1448.31,0.782,1.803,60169998336,6.769,223.996,0.224,0.151,0.39061,0.15588,0.116960004,0.08464,1391.45,1391.15,1334.0,1394.35,1391.45,71.218285,49.19647,ASTRAL.BO,ASTRAL LIMITED,Astral Limited,Building Products & Equipment,Industrials,1347.45,1900.0,1412.0,1673.2858,1672.0,1.82143,buy,28,-3.16,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882883,2026-01-21 19:32:31,ASTRAMICRO.BO,1491,,,,,,86400,2,877.05,865.0,894.9,2.2,0.25,1757462400,0.12979999,0.43,0.064,22124,22124,15631,0.09082,0.15033,564226752,2030649984,992.4833,0.0,0.0,85354045440,74599451,94945008,0.31748,0.19941,94945009,122.563,7.232607,-0.059,16.99,23.612,0.20684981,2.2,1757462400,BSE,EQUITY,1823024000,19.219,2819838976,2777926912,18231,18231,84164001792,584.2,1195.65,7.7871976,953.07,1.698,3.153,10807996416,23.894,113.865,-0.06,-0.065,0.45908,0.2609,0.17601,0.14905,889.75,877.05,865.0,894.9,889.75,52.17481,37.54235,ASTRAMICRO.BO,ASTRA MICROWAVE PRODUCTS LTD.,Astra Microwave Products Limited,Communication Equipment,Technology,886.45,1455.0,1067.0,1199.4,1175.0,1.4,strong_buy,5,-0.37,2.2,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,No strong momentum
882884,2026-01-21 19:32:31,ASTRAZEN.BO,600,,,,,,86400,2,8249.7,8135.3,8265.0,32.0,0.39,1752796800,0.4017,0.24,0.18,211,211,574,0.120179996,0.26942,313624992,-388200000,8889.788,0.0,0.0,202571972608,4603075,25000000,0.81586,0.0684,25000000,319.629,25.818214,0.411,80.02,,0.18404281,32.0,1752796800,BSE,EQUITY,3999399936,159.991,3141199872,347900000,423,423,206306246656,6501.6,10653.05,10.283587,8898.866,0.798,1.872,20061700096,4.354,802.694,0.411,0.37,0.43558,0.15658,0.12987,0.09927,8249.7,8249.7,8135.3,8265.0,8249.7,103.12735,,ASTRAZEN.BO,ASTRAZENECA PHARMA INDIA LTD.,AstraZeneca Pharma India Limited,Drug Manufacturers - Specialty & Generic,Healthcare,8252.25,,,,,,none,,0.03,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882885,2026-01-21 19:32:31,ASTRON.BO,32,,,,,,86400,4,4.97,4.63,5.0,,,,0.0,,-0.092,3581,3581,13570,-0.0664,-0.46506,273540000,111780000,12.8595,0.0,0.0,990513216,14961596,46500000,0.58239,0.0,46500000,17.443,0.28378144,,-10.61,,-0.7517949,,,BSE,EQUITY,1599000,0.034,-178308000,766515968,17118,17118,230174992,4.63,21.0,6.516661,6.528,0.202,0.627,35321000,94.276,0.76,,-1.0,-2.9515302,0.0,-3278.625,0.0,4.84,4.97,4.63,5.0,4.84,,,ASTRON.BO,Astron Paper & Board Mill Limi,Astron Paper & Board Mill Limited,Paper & Paper Products,Basic Materials,4.95,,,,,,none,,2.27,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882886,2026-01-21 19:32:31,ATALREAL.BO,38,,,,,,86400,2,27.49,25.76,27.49,,,,0.0,,-0.303,45425,45425,95882,0.0437,0.0478,-199173168,-210409744,20.4358,0.0,0.0,3238657792,60144271,123896250,0.56087,0.0,123896250,6.012,4.421158,-0.425,0.14,,0.93410575,,,BSE,EQUITY,19246000,0.166,77828280,166072992,46139,46139,3293162240,11.0,29.99,3.4978313,24.8194,0.197,3.282,941486848,23.862,6.86,-0.69,-0.306,0.16223,0.08267,0.115430005,0.03433,26.71,27.49,25.76,27.49,26.71,189.85715,,ATALREAL.BO,Atal Realtech Limited,Atal Realtech Limited,Engineering & Construction,Industrials,26.58,,,,,,none,,-0.49,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Buy,Trading near its 52-week high (bullish momentum)
882887,2026-01-21 19:32:31,ATAM.BO,228,,,,,,86400,2,77.0,72.4,79.06,0.85,1.09,1758153600,0.1663,,-0.505,18908,18908,2669,0.10658,0.16608,-37780876,-8996000,94.2715,0.0,0.0,1012911936,5127670,11463000,0.55486,0.0,11463000,32.682,2.256594,-0.459,5.11,,-0.41309255,0.85,1758153600,BSE,EQUITY,11833000,1.027,94843000,126245000,1515,1515,845396224,72.4,139.6,1.5131569,84.4042,1.128,2.912,558697024,33.533,48.826,-0.462,-0.326,0.44659,0.16976,0.12636,0.1046,78.0,77.0,72.4,79.06,78.0,14.432485,,ATAM.BO,Atam Valves Limited,Atam Valves Limited,Specialty Industrial Machinery,Industrials,73.75,,,,,,none,,-5.45,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,Trading near its 52-week low (bearish momentum)
882888,2026-01-21 19:32:31,ATFL.BO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATFL.BO,,,,,,,,,,,,,N/A,2.6,Hold,Hold,High Beta (more volatile),None,None,None,None
882889,2026-01-21 19:32:31,ATGL.BO,578,,,,,,86400,2,531.1,523.0,537.05,0.25,0.05,1749772800,0.043899998,,0.558,151615,151615,99605,0.07222,0.14863,-436487488,8993500160,621.5458,0.0,0.0,598996484096,221984308,1099810083,0.79767996,0.0721,1099810083,41.093,12.850121,-0.119,5.7,,-0.18624008,0.25,1749772800,BSE,EQUITY,5743000064,5.234,11063400448,20070699008,77005,77005,580754669568,523.0,797.4,10.625712,585.847,0.51,0.609,54655598592,44.513,49.704,-0.118,0.191,0.30423,0.20242001,0.16101,0.114479996,532.85,531.1,523.0,537.05,532.85,92.64035,,ATGL.BO,ADANI TOTAL GAS LIMITED,Adani Total Gas Limited,Utilities - Regulated Gas,Utilities,528.05,,,,,,none,,-0.9,2.2,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882890,2026-01-21 19:32:31,ATHARVENT.BO,,,,,,,86400,4,3.96,3.75,4.0,,,,0.0,,0.081,9101,9101,31587,-0.049840003,0.00955,-13699875,14104000,3.6474,0.0,0.0,72849000,9160280,17000000,0.3806,0.0,17000000,11.792,0.33921304,-0.081,0.06,,0.028423786,,,BSE,EQUITY,284000,0.017,-28391000,5473000,44087,44087,68000000,2.53,5.8,24.045261,3.5062,0.286,0.678,2828000,2.718,0.157,,,-0.24293,0.0,-29.459461,0.67644995,3.98,3.96,3.75,4.0,3.98,66.66667,,ATHARVENT.BO,ATHARV ENTERPRISES LTD.,Atharv Enterprises Limited,Textile Manufacturing,Consumer Cyclical,4.0,,,,,,none,,0.5,1.0,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
882891,2026-01-21 19:32:31,ATHENAGLO.BO,65,,,,,,86400,2,76.38,75.8,82.65,,,968112000,0.0,,-0.003,83,83,4740,-0.01857,-0.12652001,301928992,598977024,88.716,0.0,0.0,1926053888,3334089,14711588,0.73583,0.0,14711589,100.134,0.8083169,,-14.96,,-0.18846768,,,BSE,EQUITY,18398000,1.27,-89945000,852132992,3375,3375,1190756096,67.0,119.02,8.996072,83.7862,0.067,0.205,132364000,59.096,9.351,,-0.412,0.06062,-0.67953,-1.53375,-1.59927,76.0,76.38,75.8,82.65,76.0,,,ATHENAGLO.BO,Athena Global Technologies Lim,Athena Global Technologies Limited,Software - Application,Technology,80.94,,,,,,none,,6.5,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,No strong momentum
882892,2026-01-21 19:32:31,ATISHAY.BO,285,,,,,,86400,2,190.05,171.0,190.05,1.0,0.53,1748908800,0.1435,,-0.886,27604,27604,24929,,,,,153.70825,0.0,0.0,2061142272,2513385,10981333,0.74988,0.0,10981333,46.65,3.9281886,-0.107,6.98,,-0.15492642,1.0,1748908800,BSE,EQUITY,70219000,6.403,96865248,52593000,18095,18095,2012329216,117.0,235.5,3.4429276,191.375,,,584481984,10.279,53.208,-0.105,0.015,0.22635001,0.16573,0.1362,0.13227999,189.55,190.05,171.0,190.05,189.55,26.253582,,ATISHAY.BO,Atishay Limited,Atishay Limited,Information Technology Services,Technology,183.25,,,,,,none,,-3.32,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,No strong momentum
882893,2026-01-21 19:32:31,ATLANTAA.BO,52,,,,,,86400,2,44.9,43.41,45.33,,,1537315200,0.0,0.59,0.955,13670,13670,34116,-0.01711,0.04496,-210209248,-463840992,39.78265,0.0,0.0,5171645952,15604436,81500000,0.80759,0.0,81500000,23.59,1.8605341,,1.04,,-0.00045454502,0.3,1537315200,BSE,EQUITY,1388185984,17.005,297188992,2953029888,122813,122813,3577035008,27.5,73.17,5.427373,44.1114,0.86,1.359,659073024,152.042,8.088,,-0.098,0.75425005,0.45092,-2.28603,0.12821001,43.98,44.9,43.41,45.33,43.98,42.201923,,ATLANTAA.BO,ATLANTAA LIMITED,Atlantaa Limited,Infrastructure Operations,Industrials,43.89,,,,,,none,,-0.2,1.4,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,No strong momentum
882894,2026-01-21 19:32:31,ATLASCYCLE.BO,14,,,,,,86400,2,94.0,94.0,96.35,,,1379548800,0.0,1.71,0.414,446,446,774,,,,,113.48605,0.0,0.0,703649088,3337566,6503838,0.48685002,0.0,6503838,589.774,0.15997653,,-4.18,,-0.42988163,2.25,1379548800,BSE,EQUITY,13043000,2.005,-71171000,90000000,479,479,613637120,77.0,172.45,4.2899685,98.9732,,,143040000,2.346,22.006,,-0.311,0.48544997,-0.49756,-0.99077004,-0.31385002,96.35,94.0,94.0,96.35,96.35,,,ATLASCYCLE.BO,ATLAS CYCLES (HARYANA) LTD.,Atlas Cycles (Haryana) Limited,Leisure,Consumer Cyclical,94.35,,,,,,none,,-2.08,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882895,2026-01-21 19:32:31,ATUL.BO,3365,,,,,,86400,2,5899.8,5563.0,5899.8,25.0,0.44,1752192000,0.1357,0.36,0.126,1320,1320,2909,0.0538,0.09648,4525899776,8585600000,6407.3447,0.0,0.0,157464936448,14879157,29441755,0.49135,0.2676,29441755,2009.92,2.8916075,0.31,184.1,254.23894,-0.16106218,25.0,1752192000,BSE,EQUITY,12411299840,421.558,9536400384,1880300032,1272,1272,171112546304,4882.0,7793.0,2.901039,5960.135,2.349,3.413,58983198720,3.14,2003.396,0.31,0.114,0.34672,0.16168,0.120170005,0.09193,5682.0,5899.8,5563.0,5899.8,5682.0,31.569254,22.859991,ATUL.BO,ATUL LTD.,Atul Ltd,Specialty Chemicals,Basic Materials,5811.9,8700.0,5470.0,7500.3335,7688.5,1.76923,buy,12,2.29,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882896,2026-01-21 19:32:31,ATULAUTO.BO,575,,,,,,86400,2,401.45,388.0,410.25,,,1574294400,0.0,1.33,-0.318,6870,6870,9779,0.03729,0.05246,66612500,-90900000,467.50525,0.0,0.0,12516275200,10554392,27751280,0.60895,1.0000001e-05,27751280,162.999,2.4113646,0.695,9.75,23.74,-0.20564753,1.5,1574294400,BSE,EQUITY,308500000,11.102,590600000,1451800064,3368,3368,10907639808,388.0,581.05,1.4423517,447.27,0.497,1.579,7562399744,31.784,272.674,1.0,0.102,0.24234,0.078099996,0.06924,0.03574,407.9,401.45,388.0,410.25,407.9,40.31282,16.556444,ATULAUTO.BO,ATUL AUTO LTD.,Atul Auto Limited,Auto Manufacturers,Consumer Cyclical,393.05,,,,,,none,,-3.64,1.7,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882897,2026-01-21 19:32:31,ATVPR.BO,,,,,,,86400,2,34.4,31.05,34.4,,,,0.0,,-0.25,44421,44421,50118,0.0163,0.03758,10592500,52461000,36.18475,0.0,0.0,2180030976,23080773,53117425,0.36058998,0.01766,53117426,39.795,0.8249781,-0.056,1.45,,-0.12107277,,,BSE,EQUITY,16492000,0.313,80682000,385451008,42396,42396,1743845120,27.55,44.79,2.7829432,37.9456,0.622,2.214,626619008,18.403,11.781,-0.034,-0.193,0.38547,0.12876001,0.10498,0.12331,34.41,34.4,31.05,34.4,34.41,22.64138,,ATVPR.BO,ATV PROJECTS INDIA LTD.,ATV Projects India Limited,Engineering & Construction,Industrials,32.83,,,,,,none,,-4.59,1.8,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,No strong momentum
882898,2026-01-21 19:32:31,AUBANK.BO,50946,1,1,5,6,1,86400,2,1009.7,968.85,1027.3,1.0,0.1,1751587200,0.0344,,,151836,151836,127588,,,,,795.0613,0.0,0.0,,541884572,747180718,0.31377,0.41419998,747180718,230.565,4.314618,0.263,29.12,47.64684,0.6558571,1.0,1751587200,BSE,EQUITY,,,,,93799,93799,743295418368,479.0,1029.6,7.7013097,964.624,,,96515457024,,129.533,0.253,0.278,0.0,0.0,0.32341,0.23966,1000.8,1009.7,968.85,1027.3,1000.8,34.162086,20.878614,AUBANK.BO,AU Small Finance Bank Limited,AU Small Finance Bank Limited,Banks - Regional,Financial Services,994.8,1250.0,650.0,1026.9615,1069.5,2.30769,buy,26,-0.6,2.9,Hold,Buy,High Beta (more volatile)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
882899,2026-01-21 19:32:31,AURIONPRO.BO,2111,,,,,,86400,2,969.95,910.0,970.0,6.0,0.61,1762732800,0.13520001,1.24,-0.833,11125,11125,16924,0.07712,0.1367,-431698240,1363890048,1290.2262,5.0,0.0051221633,48577847296,23754976,55213530,0.5803,0.122329995,55213531,310.81,2.9429555,0.206,37.0,57.8,-0.3544622,1.0,1762732800,BSE,EQUITY,2205408000,42.691,2579185920,296708000,26541,26541,50503819264,910.0,1663.15,3.8042543,1086.521,1.595,3.073,13275616256,1.841,247.127,0.231,0.285,0.27877,0.19428,0.17063,0.15316,976.15,969.95,910.0,970.0,976.15,24.721622,15.82526,AURIONPRO.BO,AURIONPRO SOLUTIONS LTD.,Aurionpro Solutions Limited,Software - Infrastructure,Technology,914.7,1880.0,1570.0,1725.0,1725.0,1.0,strong_buy,2,-6.3,3.3,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882900,2026-01-21 19:32:31,AUROLAB.BO,,,,,,,86400,2,220.0,206.55,237.0,,,,0.0,,0.005,5299,5299,9357,0.01454,0.03078,-83687376,158846000,245.5895,0.0,0.0,1774439936,2400482,6232500,0.6007,0.0,6232500,70.013,3.2872465,0.999,2.16,,-0.12555778,,,BSE,EQUITY,6647000,1.068,37472000,439428992,2612,2612,1434409856,159.0,303.0,6.4648876,238.811,0.274,0.614,221876992,100.836,35.637,1.018,1.849,0.53331,0.16889,0.19309,0.060310002,215.55,220.0,206.55,237.0,215.55,106.55092,,AUROLAB.BO,AURO LABORATORIES LTD.,Auro Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,230.15,,,,,,none,,6.77,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882901,2026-01-21 19:32:31,AUROPHARMA.BO,27707,8,4,3,1,3,86400,2,1136.6,1115.8,1160.6,4.0,0.35,1754611200,0.0679,0.66,0.04,10828,10828,32605,0.06309,0.10379,18384162816,61572599808,1144.853,0.0,0.0,651157438464,278879301,580801623,0.53923,0.29999,581686692,603.395,1.8588984,0.038,58.95,74.87616,-0.042730033,4.0,1754611200,BSE,EQUITY,88924102656,153.124,65774600192,77945004032,25215,25215,652448956416,994.35,1278.0,2.0066411,1200.339,0.954,1.848,325144805376,22.248,559.822,0.044,0.063,0.57622004,0.20229,0.15073,0.10526,1140.3,1136.6,1115.8,1160.6,1140.3,19.027142,14.980069,AUROPHARMA.BO,AUROBINDO PHARMA LTD.,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Healthcare,1121.65,1640.0,730.0,1307.5358,1330.0,1.85714,buy,28,-1.64,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
882902,2026-01-21 19:32:31,AURUM.BO,57,,,,,,86400,2,187.45,180.0,193.2,,,1608681600,0.0,,0.262,6288,6288,18350,,,,,180.885,0.0,0.0,14565704704,30075626,70648069,0.58268,0.036989998,70648069,71.651,2.5379968,,-3.38,-2.2,-0.17396086,974.0,1608681600,BSE,EQUITY,1607299968,22.68,-100025000,2812100096,12263,12263,12847352832,148.1,240.5,3.8220243,176.105,,,3361400064,57.165,50.247,,0.778,0.7515,-0.029760001,0.00279,-0.06524,187.8,187.45,180.0,193.2,187.8,,-82.65909,AURUM.BO,Aurum PropTech Limited,Aurum PropTech Limited,Real Estate Services,Real Estate,181.85,330.0,290.0,310.0,310.0,,none,2,-3.17,2.6,Hold,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum
882903,2026-01-21 19:32:31,AURUMPP.BO,57,,,,,,86400,2,135.85,127.15,135.85,,,,,,0.262,190,190,465,,,,,159.24944,0.0,0.0,10373769216,30075626,,,,,71.651,1.7955086,,,,0.070299506,,,BSE,EQUITY,1607299968,22.68,-100025000,2812100096,359,359,,105.0,221.7,,178.886,,,3361400064,57.165,50.247,,0.778,0.7515,-0.029760001,0.00279,-0.06524,128.65,135.85,127.15,135.85,128.65,,,AURUMPP.BO,Aurum PropTech Limited,Aurum PropTech Limited,,,128.65,,,,,,none,,0.0,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882904,2026-01-21 19:32:31,AUSOMENT.BO,3,,,,,,86400,2,162.0,139.6,167.0,1.0,0.63,1758240000,0.049000002,,-0.027,6783,6783,8276,0.09268,0.19156,130332752,-35346000,105.6326,0.0,0.0,2132430336,2895349,13623552,0.78691,0.0,13623552,116.481,1.2487015,-0.068,20.39,,0.54114234,1.0,1758240000,BSE,EQUITY,32127000,2.364,222184992,1233000,34258,34258,1981545600,72.78,178.0,0.09333736,114.1,0.731,15.325,21229930496,0.078,1558.64,-0.063,214.064,0.01143,0.01047,0.012,0.0130900005,159.2,162.0,139.6,167.0,159.2,7.133399,,AUSOMENT.BO,AUSOM ENTERPRISE LIMITED,AuSom Enterprise Limited,Capital Markets,Financial Services,145.45,,,,,,none,,-8.64,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882905,2026-01-21 19:32:31,AUSTENG.BO,448,,,,,,86400,2,116.25,110.05,117.0,,,1568764800,0.0,3.27,-0.457,3716,3716,1840,0.01824,0.066139996,,,150.204,0.0,0.0,114809664,1682491,3477800,0.49063,0.0,3477800,197.875,0.5609602,0.148,12.57,12.63,-0.31575865,,,BSE,EQUITY,297668992,85.572,45288500,6179000,2533,2533,386035808,110.05,206.5,0.32142144,136.923,1.894,3.065,1201026944,0.898,345.352,0.147,0.128,0.57954,0.03771,0.02548,0.0364,116.8,116.25,110.05,117.0,116.8,8.830549,8.788598,AUSTENG.BO,AUSTIN ENGINEERING CO.LTD.,Austin Engineering Company Limited,Tools & Accessories,Industrials,111.0,,,,,,none,,-4.97,2.9,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882906,2026-01-21 19:32:31,AUTOAXLES.BO,931,,,,,,86400,2,1866.6,1825.15,1895.6,30.5,1.65,1754352000,0.2932,1.08,0.304,384,384,516,0.0888,0.16517,1284528768,1631869952,1757.1777,0.0,0.0,26370928640,4336091,15111975,0.71305,0.21075001,15111975,665.995,2.832754,-0.001,103.96,118.3,0.05571854,30.5,1754352000,BSE,EQUITY,1782489984,117.944,2127389952,148140000,402,402,28510251008,1533.15,2040.0,1.3965187,1807.014,1.877,3.522,20415229952,1.472,1350.923,-0.0,-0.067,0.28958,0.10421,0.08575,0.07699,1853.05,1866.6,1825.15,1895.6,1853.05,18.147364,15.94759,AUTOAXLES.BO,AUTOMOTIVE AXLES LTD.,Automotive Axles Limited,Auto Parts,Consumer Cyclical,1886.6,2129.0,2129.0,2129.0,2129.0,1.0,strong_buy,1,1.81,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
