row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank
2289,2024-12-15 18:31:55,ASTERDM.NS,Medical Care Facilities,Healthcare,14016.0,,,,,,86400.0,2.0,480.3,478.7,472.3,485.55,480.3,478.7,472.3,485.55,4.0,0.0083,1724284800.0,0.48450002,,0.618,116.41646,49.904297,567175.0,567175.0,1632890.0,1800067.0,1800067.0,239448489984.0,311.1,558.0,5.961517,444.898,402.30624,,,245035270144.0,1.34373,166899247.0,498020992.0,0.55556,0.32418,501753984.0,68.823,6.986037,,4.13,9.41,0.21410513,2.0,1724284800.0,NSI,EQUITY,15781600256.0,31.615,3156300032.0,19402700800.0,1.689,1.925,40165699584.0,53.874,80.729,0.025510002,0.06988,7552362496.0,-4587599872.0,,-0.672,0.55307996,0.07858,0.14494,ASTERDM.NS,ASTER DM HEALTHCARE LTD.,Aster DM Healthcare Limited,480.8,665.0,435.0,565.0,567.5,1.5,strong_buy,8.0,0.1,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum,18,5
2290,2024-12-15 18:31:55,ASTRAL.NS,Building Products & Equipment,Industrials,,,,,,,86400.0,2.0,1834.2,1845.0,1823.3,1856.0,1834.2,1845.0,1823.3,1856.0,3.75,0.002,1731542400.0,0.1916,0.13,0.529,94.36068,61.99738,361851.0,361851.0,528680.0,402061.0,402061.0,497592631296.0,1695.5,2454.0,8.654839,1807.297,2017.032,3.75,0.0020444882,491148443648.0,0.091400005,115626097.0,268635008.0,0.55956,0.22813,271455008.0,125.542,14.754425,-0.162,19.63,29.93,-0.055169225,1.5,1731542400.0,NSI,EQUITY,3719000064.0,13.862,9160999936.0,1978000000.0,0.671,1.797,57493000192.0,5.738,214.112,0.09806,0.15989,-1200625024.0,7248000000.0,-0.16,0.005,0.38974997,0.15934,0.1096,ASTRAL.NS,ASTRAL LIMITED,Astral Limited,1852.3,2666.0,1689.0,2055.6365,2010.0,,none,22.0,0.99,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),,,Hold,Trading near its 52-week low (bearish momentum),23,10
2291,2024-12-15 18:31:55,ASTRAMICRO.NS,Communication Equipment,Technology,1469.0,,,,,,86400.0,2.0,832.45,840.0,840.0,867.95,832.45,840.0,840.0,867.95,2.0,0.0025,1724371200.0,0.111499995,0.5,0.748,61.732998,41.16526,656660.0,656660.0,255466.0,313925.0,313925.0,81065549824.0,510.1,1059.0,8.714205,790.588,798.44775,,,75389288448.0,0.14513,68678472.0,94945000.0,0.34462002,0.16603,95019104.0,101.763,8.383696,,13.82,,0.37754428,2.0,1724371200.0,NSI,EQUITY,1262619008.0,13.298,2087734272.0,2376414976.0,,,9302690816.0,24.596,98.128,,,,,,0.16,0.40438,0.22442,0.10176,ASTRAMICRO.NS,ASTRA MICROWAVE LTD,Astra Microwave Products Limited,853.15,976.0,934.0,953.75,952.5,1.0,strong_buy,4.0,2.49,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,17,8
2292,2024-12-15 18:31:55,ASTRAZEN.NS,Drug Manufacturers - Specialty & Generic,Healthcare,940.0,,,,,,86400.0,2.0,6624.45,6654.0,6585.0,6724.0,6624.45,6654.0,6585.0,6724.0,24.0,0.0032,1720137600.0,1.0433,0.17,0.289,203.40419,,4435.0,4435.0,97219.0,10041.0,10041.0,165062492160.0,4600.7,8139.0,11.89571,7109.644,6412.0796,,,173206454272.0,0.06908,4162500.0,25000000.0,0.80495,0.06881,25019200.0,284.768,23.18554,,32.46,,0.41971266,24.0,1720137600.0,NSI,EQUITY,5055699968.0,202.228,1536724992.0,45900000.0,,,13875800064.0,0.645,555.175,,,,,,0.312,0.48064998,0.11075,0.088149995,ASTRAZEN.NS,ASTRAZENECA PHARMA IND LT,AstraZeneca Pharma India Limited,6602.5,,,,,,none,,-0.33,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,18,16
2293,2024-12-15 18:31:55,ASTRON.NS,Paper & Paper Products,Basic Materials,411.0,,,,,,86400.0,2.0,19.72,20.0,19.72,20.46,19.72,20.0,19.72,20.46,,,,,,0.427,,,85613.0,85613.0,143536.0,73568.0,73568.0,931409472.0,16.73,40.9,0.3202551,20.708,22.44135,,,1759587072.0,-0.06474,11737847.0,46500000.0,0.7036,,46547200.0,31.838,0.62849426,,-5.39,,-0.33825505,,,NSI,EQUITY,103385000.0,2.229,-88859752.0,828534912.0,,,2908336128.0,55.964,62.416,,,,,,-0.255,0.24822001,-0.030550001,-0.18802999,ASTRON.NS,ASTRON PAPER BORD MIL LTD,Astron Paper & Board Mill Limited,20.01,,,,,,none,,1.47,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",,,Hold,Trading near its 52-week low (bearish momentum),11,5
2294,2024-12-15 18:31:55,ATALREAL.NS,Engineering & Construction,Industrials,,,,,,,86400.0,2.0,12.8,12.8,12.27,12.95,12.8,12.8,12.27,12.95,,,,,,-0.866,25.274511,,268960.0,268960.0,1959533.0,388595.0,388595.0,1436577664.0,6.71,17.55,3.5923872,11.4204,9.975868,,,921846976.0,0.05287,19202007.0,111015000.0,0.28244,,111449000.0,5.096,2.529435,-0.131,0.51,,0.040650368,,,NSI,EQUITY,2248000.0,0.034,48543752.0,92055000.0,,,399895008.0,24.41,5.506,,,,,-0.063,-0.194,0.21486,0.12139,0.1312,ATALREAL.NS,ATAL REALTECH LIMITED,Atal Realtech Limited,12.89,,,,,,none,,0.7,1.8,Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,18,8
2295,2024-12-15 18:31:55,ATAM.NS,Specialty Industrial Machinery,Industrials,196.0,,,,,,86400.0,2.0,140.68,140.68,140.0,143.59,140.68,140.68,140.0,143.59,0.75,0.0053,1727049600.0,0.2874,,-0.618,26.946362,,18371.0,18371.0,48446.0,27019.0,27019.0,1614903424.0,124.0,228.99,3.0084846,142.3816,174.20355,,,1659095424.0,0.11033,4808903.0,11463000.0,0.55224997,,11480900.0,27.082,5.193856,0.107,5.22,,-0.3554181,0.75,1727049600.0,NSI,EQUITY,101962000.0,8.873,97787000.0,128710000.0,,,536783008.0,41.46,46.924,,,,,0.125,0.104,0.43589002,0.18216999,0.11619,ATAM.NS,ATAM VALVES LIMITED,Atam Valves Limited,140.66,,,,,,none,,-0.01,2.1,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),15,7
2296,2024-12-15 18:31:55,ATFL.NS,Packaged Foods,Consumer Defensive,564.0,,,,,,86400.0,2.0,981.05,971.25,958.25,987.0,981.05,971.25,958.25,987.0,3.0,0.0031,1726790400.0,1.7241,0.38,0.93,544.7175,130.29054,48653.0,48653.0,86061.0,34582.0,34582.0,23495661568.0,644.45,1152.0,3.1000063,944.821,815.581,,,24574849024.0,0.00561,5748250.0,24369300.0,0.66219,0.07985,25122000.0,196.824,4.8985386,-0.973,1.77,17.73,0.12273979,3.0,1726790400.0,NSI,EQUITY,76800000.0,3.072,237850000.0,125400000.0,0.728,2.241,7579230208.0,2.548,307.544,0.00519,0.008669999,76268752.0,351940000.0,-0.974,0.025,0.3697,0.03138,0.00306,ATFL.NS,AGRO TECH FOODS LIMITED,Agro Tech Foods Limited,964.15,950.0,950.0,950.0,950.0,,none,1.0,-1.72,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,19,11
2297,2024-12-15 18:31:55,ATGL.NS,Utilities - Regulated Gas,Utilities,549.0,,,,,,86400.0,2.0,717.85,717.75,711.1,723.65,717.85,717.75,711.1,723.65,0.25,0.00029999999,1718323200.0,0.0392,,1.356,111.53365,,688776.0,688776.0,1967509.0,1965370.0,1965370.0,783834611712.0,545.75,1190.0,16.719952,716.141,852.0665,,,798784684032.0,0.14975001,222181870.0,1099810048.0,0.79767996,0.08894,1119570048.0,35.61,20.014042,0.075,6.39,,-0.3034302,0.25,1718323200.0,NSI,EQUITY,4150500096.0,3.779,11596900352.0,14574499840.0,0.558,0.677,46880198656.0,37.268,42.596,0.097229995,0.19646999,-566225024.0,10134800384.0,0.076,0.112,0.36006,0.24736999,0.20875,ATGL.NS,ADANI TOTAL GAS LIMITED,Adani Total Gas Limited,712.7,,,,,,none,,-0.72,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,15,6
2298,2024-12-15 18:31:55,ATL.NS,Integrated Freight & Logistics,Industrials,266.0,,,,,,86400.0,2.0,40.31,40.01,40.01,41.09,40.31,40.01,40.01,41.09,0.5,0.0104,1694131200.0,,,,22.592178,,228136.0,228136.0,379899.0,326619.0,326619.0,9940838400.0,36.6,82.5,1.3222319,40.6202,50.47285,,,12874534912.0,0.05847,68481955.0,245696000.0,0.6902,0.056360003,245816992.0,10.616,3.8093443,-0.06,1.79,,-0.22331405,0.5,1694131200.0,NSI,EQUITY,1044796992.0,4.297,896593024.0,4018739968.0,1.042,1.082,7518225920.0,149.903,30.561,0.053239997,0.18061,504952128.0,949382976.0,-0.042,0.051,0.23017,0.11926,0.09769,ATL.NS,ALLCARGO TERMINALS LTD,Allcargo Terminals Limited,40.44,,,,,,none,,0.32,2.1,Buy,Hold,High Beta (more volatile),,,Hold,Trading near its 52-week low (bearish momentum),15,5
2299,2024-12-15 18:31:55,ATLANTAA.NS,Infrastructure Operations,Industrials,32.0,,,,,,86400.0,2.0,55.35,55.35,54.5,57.0,55.35,55.35,54.5,57.0,,,1537315200.0,,0.59,1.796,2.682284,,38411.0,38411.0,43160.0,43817.0,43817.0,4479239680.0,18.45,65.71,3.333683,53.379,42.48345,,,6385069056.0,3.57113,15638987.0,81500000.0,0.80811995,,82015400.0,19.361,2.8386962,9.014,20.49,,1.1791339,0.3,1500595200.0,NSI,EQUITY,507479008.0,6.224,643366528.0,2475393024.0,,,1343630976.0,155.227,16.559,,,,,9.188,0.115,0.91292,0.47882998,-0.21856001,ATLANTAA.NS,ATLANTAA LIMITED,Atlantaa Limited,54.96,,,,,,none,,-0.7,3.2,Hold,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum),4,1
2300,2024-12-15 18:31:55,ATUL.NS,Specialty Chemicals,Basic Materials,3255.0,,,,,,86400.0,2.0,7211.3,7265.7,7234.0,7361.0,7211.3,7265.7,7234.0,7361.0,20.0,0.0028,1720742400.0,0.1558,0.36,0.422,57.167343,32.10793,26976.0,26976.0,68505.0,44296.0,44296.0,216043929600.0,5174.85,8180.0,4.265571,7568.094,6919.004,,,209256267776.0,0.074640006,15296106.0,29441800.0,0.48042,0.29405,29441800.0,1905.059,3.8518493,0.515,128.36,106.25,0.025782228,20.0,1720742400.0,NSI,EQUITY,5748499968.0,195.258,7645599744.0,2181100032.0,1.635,2.675,50648301568.0,3.853,1719.691,0.044749998,0.07209,54262500.0,5323500032.0,0.519,0.167,0.46103,0.15095,0.11861,ATUL.NS,ATUL LTD,Atul Ltd,7338.0,9995.0,5270.0,8102.923,8100.0,,none,13.0,1.76,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,23,16
2301,2024-12-15 18:31:55,ATULAUTO.NS,Auto Manufacturers,Consumer Cyclical,474.0,,,,,,86400.0,2.0,628.55,628.55,614.0,633.75,628.55,628.55,614.0,633.75,,,1574294400.0,,1.33,0.284,96.29485,,59177.0,59177.0,64233.0,138486.0,138486.0,17129490432.0,470.0,844.4,2.8420312,599.577,601.18176,,,17663076352.0,0.03207,10530501.0,27751300.0,0.61932,0.0037599998,28067000.0,151.29,4.079913,,6.41,,0.032271266,1.5,1574294400.0,NSI,EQUITY,453100000.0,16.327,524849984.0,1444600064.0,,,6027200000.0,33.693,197.539,,,,,,1.265,0.25908002,0.08708,0.02258,ATULAUTO.NS,ATUL AUTO LIMITED,Atul Auto Limited,617.25,,,,,,none,,-1.8,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,21,12
2302,2024-12-15 18:31:55,AUBANK.NS,Banks - Regional,Financial Services,29738.0,,,,,,86400.0,2.0,584.55,585.0,576.5,586.1,584.55,585.0,576.5,586.1,1.0,0.0017,1720742400.0,0.0392,,0.9,22.681444,15.135701,1123336.0,1123336.0,2291125.0,1991623.0,1991623.0,430221099008.0,553.7,813.4,5.542578,619.898,639.011,,,437479604224.0,0.23444,490995502.0,744134016.0,0.38443002,0.41597,751772032.0,215.676,2.6806414,0.422,25.49,21.21,-0.21919453,1.0,1720742400.0,NSI,EQUITY,85058527232.0,114.362,,87771160576.0,,,77621116928.0,,109.967,0.0155,0.1309,,-155857502208.0,0.279,0.435,,,0.33883998,AUBANK.NS,AU SMALL FINANCE BANK LTD,AU Small Finance Bank Limited,578.15,880.0,590.0,715.913,700.0,2.43478,buy,23.0,-1.09,2.1,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum),13,9
2303,2024-12-15 18:31:55,AURIONPRO.NS,Software - Infrastructure,Technology,1795.0,,,,,,86400.0,2.0,1723.65,1748.0,1712.4,1783.45,1723.65,1748.0,1712.4,1783.45,2.5,0.0015,1726790400.0,0.0762,1.24,-0.265,52.871758,,50200.0,50200.0,66444.0,61721.0,61721.0,95604940800.0,890.5,1991.75,9.39588,1637.939,1469.0969,,,89672712192.0,0.1617,21275889.0,55213500.0,0.38337,0.10308,55213500.0,254.707,6.7982035,0.36,32.75,,0.6603092,2.5,1726790400.0,NSI,EQUITY,3318925056.0,61.85,2069623040.0,319336992.0,1.928,3.255,10175198208.0,2.306,210.005,0.088970006,0.16813,-1001734720.0,-70615000.0,0.224,0.318,0.2791,0.2034,0.17645,AURIONPRO.NS,AURIONPRO SOLN LTD,Aurionpro Solutions Limited,1731.55,,,,,,none,,0.46,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),16,6
2304,2024-12-15 18:31:55,AUROPHARMA.NS,Drug Manufacturers - Specialty & Generic,Healthcare,26015.0,9.0,2.0,1.0,1.0,2.0,86400.0,2.0,1208.4,1225.0,1220.0,1247.3,1208.4,1225.0,1220.0,1247.3,4.5,0.0037,1708387200.0,0.0734,0.68,0.593,20.314999,16.080408,1105151.0,1105151.0,1022337.0,972967.0,972967.0,722924208128.0,958.5,1592.0,2.3862808,1349.127,1298.3168,1.5,0.0012413108,721171578880.0,0.11823,290923057.0,580801984.0,0.54835,0.29261,586180992.0,528.882,2.3534548,0.08,61.27,62.29,0.1822139,1.5,1708387200.0,NSI,EQUITY,68682301440.0,117.638,63952297984.0,84272496640.0,0.855,1.829,302950187008.0,27.286,518.561,0.06765,0.12128,-11765600256.0,15866600448.0,0.091,0.08,0.57493997,0.21110001,0.15185,AUROPHARMA.NS,AUROBINDO PHARMA LTD,Aurobindo Pharma Limited,1244.7,1930.0,1225.0,1537.1428,1545.0,2.0,buy,28.0,3.0,2.1,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum,10,9
2305,2024-12-15 18:31:55,AURUM.NS,Real Estate Services,Real Estate,57.0,,,,,,86400.0,2.0,219.3,213.0,213.0,230.26,219.3,213.0,213.0,230.26,,,1608681600.0,,,0.463,,-42.622223,93061.0,93061.0,44781.0,28946.0,28946.0,14901455872.0,125.1,249.9,6.0582414,209.5772,178.145,,,19368839168.0,-0.17322999,54408655.0,29253200.0,0.38729,0.0802,67915904.0,34.523,6.66686,,-9.54,,0.59085965,708.7265,1608681600.0,NSI,EQUITY,778099968.0,9.451,-283900000.0,1944899968.0,0.59,0.808,2459699968.0,65.051,53.051,-0.04754,-0.1927,-451187488.0,356400000.0,,0.212,0.62231,-0.11542,-0.13743,AURUM.NS,AURUM PROPTECH LIMITED,Aurum PropTech Limited,230.16,290.0,290.0,290.0,290.0,1.0,strong_buy,1.0,4.95,2.6,Hold,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),5,4
2306,2024-12-15 18:31:55,AUSOMENT.NS,Capital Markets,Financial Services,3.0,,,,,,86400.0,2.0,112.0,112.0,107.0,112.0,112.0,112.0,107.0,112.0,1.0,0.0089,1726790400.0,0.113000005,,-0.16,12.134462,,3310.0,3310.0,75793.0,4611.0,4611.0,1463038336.0,65.15,186.35,0.082430124,122.8448,102.09485,,,1497485184.0,0.00679,2902780.0,13623600.0,0.78691,,13676100.0,96.795,1.1094581,0.479,8.85,,0.6446402,1.0,1726790400.0,NSI,EQUITY,30028000.0,2.204,143744000.0,1670000.0,1.391,29.53,17748830208.0,0.127,1303.329,0.06264,0.095010005,-83996128.0,132140000.0,0.479,-0.992,0.00923,0.0081,0.58639,AUSOMENT.NS,AUSOM ENTERPRISE LIMITED,AuSom Enterprise Limited,107.39,,,,,,none,,-4.12,2.5,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",,,Hold,No strong momentum,9,7
2307,2024-12-15 18:31:55,AUTOAXLES.NS,Auto Parts,Consumer Cyclical,989.0,,,,,,86400.0,2.0,1801.05,1795.0,1795.0,1834.6,1801.05,1795.0,1795.0,1834.6,32.0,0.0178,1722211200.0,0.3155,1.32,1.083,17.947731,19.381256,4586.0,4586.0,6773.0,6065.0,6065.0,27502329856.0,1720.0,2257.0,1.3096322,1811.241,1915.326,,,26772688896.0,0.07299,4338374.0,15112000.0,0.71292996,0.13101,15146000.0,593.322,3.0673058,-0.202,101.4,,-0.18530327,32.0,1722211200.0,NSI,EQUITY,723489984.0,47.867,2183010048.0,273840000.0,1.452,3.289,21000040448.0,3.054,1389.594,0.09851,0.18136999,-289215008.0,1448690048.0,-0.202,-0.154,0.27665,0.10395,0.08733,AUTOAXLES.NS,AUTOMOTIVE AXLES LIMITED,Automotive Axles Limited,1819.9,2003.0,2003.0,2003.0,2003.0,,none,1.0,1.05,2.5,Buy,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum),9,7
2308,2024-12-15 18:31:55,AUTOIND.NS,Auto Parts,Consumer Cyclical,866.0,,,,,,86400.0,2.0,123.67,124.6,120.0,124.6,123.67,124.6,120.0,124.6,,,1379548800.0,,,0.612,23.246628,18.280304,100830.0,100830.0,110310.0,103816.0,103816.0,4702044160.0,99.75,165.3,0.7168952,113.6694,124.945,,,6505288192.0,0.03101,10558412.0,38963200.0,0.69696,,38972600.0,34.816,3.4653606,2.775,5.19,6.6,-0.04575616,1.0,1379548800.0,NSI,EQUITY,190700000.0,4.839,546033472.0,1944499968.0,,,6558900224.0,97.547,167.944,,,,,2.75,0.012,0.31107,0.08325,0.07808,AUTOIND.NS,AUTOLINE INDUSTRIES LTD,Autoline Industries Limited,120.65,,,,,,none,,-2.44,2.1,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum,13,9
2309,2024-12-15 18:31:55,AVADHSUGAR.NS,Confectioners,Consumer Defensive,830.0,,,,,,86400.0,2.0,575.15,578.5,566.0,582.0,575.15,578.5,566.0,582.0,10.0,0.0174,1721779200.0,0.23120001,,,13.122543,,46080.0,46080.0,111292.0,47370.0,47370.0,11361442816.0,479.55,830.5,0.44463623,632.428,629.4815,,,18858287104.0,0.033889998,6128316.0,20018400.0,0.71044,0.00723,20504000.0,525.644,1.0797231,-0.971,43.25,,-0.18718201,10.0,1721779200.0,NSI,EQUITY,22172000.0,1.096,2715773952.0,7242789888.0,0.04,0.945,25552220160.0,68.097,1275.961,0.07221,0.08505,-643054720.0,1349963008.0,-0.972,-0.204,0.21424,0.10628,0.03411,AVADHSUGAR.NS,AVADH SUG & ENERGY LTD,Avadh Sugar & Energy Limited,567.55,,,,,,none,,-1.32,2.5,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",,,Hold,No strong momentum,8,5
2310,2024-12-15 18:31:55,AVALON.NS,Electronic Components,Technology,,,,,,,86400.0,2.0,853.15,853.15,843.6,899.0,853.15,853.15,843.6,899.0,,,,,,,204.41452,60.45132,585772.0,585772.0,766461.0,366138.0,366138.0,57825525760.0,425.0,990.55,6.385518,732.032,571.479,,,56383885312.0,0.03181,24840069.0,66148300.0,0.64906996,0.25115,66249100.0,85.267,10.236669,1.401,4.27,12.08,0.6460544,,,NSI,EQUITY,1884950016.0,28.576,583420032.0,1993129984.0,1.358,2.398,9055729664.0,35.437,138.016,0.029849999,0.052600004,-32746250.0,189440000.0,1.394,0.368,0.35161,0.06443,0.084580004,AVALON.NS,AVALON TECHNOLOGIES LTD,Avalon Technologies Limited,872.85,920.0,490.0,716.8889,693.0,2.88889,hold,9.0,2.31,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),16,4
2311,2024-12-15 18:31:55,AVANTEL.NS,Communication Equipment,Technology,253.0,,,,,,86400.0,2.0,165.16,165.87,165.43,172.98,165.16,165.87,165.43,172.98,,,,,,0.285,71.78571,,1034429.0,1034429.0,1032051.0,992894.0,992894.0,41572589568.0,139.59,211.4,18.053854,167.084,172.61978,0.2,0.0012109469,40321318912.0,0.25515,125001743.0,243270000.0,0.47139,0.00898,243760992.0,8.081,21.142185,0.425,2.38,,-0.19181836,,,NSI,EQUITY,85381000.0,0.35,908297984.0,172670000.0,1.538,2.846,2302699008.0,8.772,9.447,0.22752,0.35957,44912248.0,586896000.0,0.409,0.425,0.68509,0.39445,0.40983,AVANTEL.NS,AVANTEL LIMITED,Avantel Limited,170.85,,,,,,none,,3.45,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum,16,7
2312,2024-12-15 18:31:55,AVANTIFEED.NS,Packaged Foods,Consumer Defensive,1308.0,,,,,,86400.0,2.0,619.75,626.0,622.6,673.0,619.75,626.0,622.6,673.0,6.75,0.0116,1722297600.0,0.22469999,1.24,0.659,21.652542,17.314508,5100258.0,5100258.0,359026.0,302663.0,302663.0,90559373312.0,393.5,793.0,1.7017629,596.086,595.07574,,,68297981952.0,0.07121,39934957.0,136246000.0,0.70658994,0.084680006,136323008.0,173.619,3.826194,0.205,30.68,,0.56167316,6.75,1722297600.0,NSI,EQUITY,14311616512.0,105.043,4800757248.0,165268000.0,,,53215035392.0,0.615,390.569,,,,,0.205,-0.031,0.20377001,0.09021,0.09667,AVANTIFEED.NS,AVANTI FEEDS LIMITED,Avanti Feeds Limited,664.3,795.0,566.0,690.3333,710.0,2.33333,buy,3.0,7.19,2.4,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum,9,4
2313,2024-12-15 18:31:55,AVG.NS,Integrated Freight & Logistics,Industrials,420.0,,,,,,86400.0,2.0,407.2,412.9,412.9,424.9,407.2,412.9,412.9,424.9,1.2,0.0029,1727049600.0,0.035,,-0.04,13.408433,,73351.0,73351.0,60306.0,88612.0,88612.0,6133476864.0,312.25,668.4,1.2207041,459.361,495.74774,,,7690412544.0,0.06886,4845158.0,14722700.0,0.59485,0.04457,15073400.0,146.372,2.8461728,1.059,31.07,,0.19186306,1.2,1727049600.0,NSI,EQUITY,87761000.0,6.418,607756480.0,2204751872.0,,,5024540160.0,110.255,402.716,,,,,0.772,0.225,0.2517,0.12096,0.10155,AVG.NS,AVG LOGISTICS LIMITED,AVG Logistics Limited,416.6,,,,,,none,,2.31,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,11,3
2314,2024-12-15 18:31:55,AVL.NS,Specialty Retail,Consumer Cyclical,2029.0,,,,,,86400.0,2.0,488.55,488.55,480.15,495.0,488.55,488.55,480.15,495.0,,,,,,0.014,65.07363,42.51605,85779.0,85779.0,139778.0,156601.0,156601.0,62543085568.0,412.65,524.45,3.1415389,467.8673,467.8673,,,58164305920.0,0.04658,42707464.0,128663000.0,0.64265996,0.19195999,128992000.0,37.969,12.802549,0.418,7.47,,0.10219967,,,NSI,EQUITY,175486000.0,1.369,1690568448.0,3186455040.0,,,19908423680.0,65.467,161.92,,,,,0.32,0.386,0.15878001,0.08492,0.08656,AVL.NS,ADITYA VISION LIMITED,Aditya Vision Limited,486.1,609.0,534.0,560.75,550.0,,none,4.0,-0.5,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,20,3
2315,2024-12-15 18:31:55,AVONMORE.NS,Capital Markets,Financial Services,,,,,,,86400.0,2.0,15.05,15.05,15.05,16.48,15.05,15.05,15.05,16.48,,,,,,,13.538463,,1651520.0,1651520.0,511636.0,1887944.0,1887944.0,3992503808.0,7.71,19.89,3.1699445,15.744669,13.492277,,,3902684160.0,0.12772,50991201.0,249728992.0,0.76532996,,252052000.0,12.914,1.2265759,1.085,1.17,,0.8286756,,,NSI,EQUITY,663078016.0,2.681,,225932000.0,,,1259486976.0,5.734,5.439,,,,,1.101,0.907,0.53523,,0.16158001,AVONMORE.NS,AVONMORE CAP&MGT SERV LTD,Avonmore Capital & Management Services Limited,15.84,,,,,,none,,5.25,2.5,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,9,7
