row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
4552,2024-12-14 23:36:08,BURNPUR.NS,Building Materials,Basic Materials,94,,,,,,86400,2,7.15,7.15,6.92,7.29,7.15,7.15,6.92,7.29,,,,,,1.716,,,151463,151463,164831,349558,349558,613205696,5.35,12.97,0.7244056,6.5384,7.10195,,,4687695360,-1.14413,62551066,86124400,0.27287,,86124400,-52.48,,,-10.96,,-0.0041958094,,,NSI,EQUITY,10754000,0.125,-228049744,4155633920,,,846494976,,9.834,,,,,,,0.14595,-0.2694,-0.34563,BURNPUR.NS,BURNPUR CEMENT LTD.,Burnpur Cement Limited,7.12,,,,,,none,,-0.42,2.6,Hold,Hold,High Beta (more volatile),None,None,Hold,Trading near its 52-week low (bearish momentum)
4553,2024-12-14 23:36:08,BUTTERFLY.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1217,,,,,,86400,2,796.45,796.0,796.0,815.0,796.45,796.0,796.0,815.0,,,1635811200,,,0.741,,,11668,11668,39767,11417,11417,14451159040,674.9,1250.0,1.6164507,839.816,854.9387,,,14162659328,-0.0053899996,3107645,17879600,0.8262,0.05138,17911700,163.42,4.936972,-0.829,-3.79,,-0.22254878,3.0,1635811200,NSI,EQUITY,730808000,40.874,136988752,37348000,,,8940055552,1.278,500.13,,,,,-0.829,-0.17,0.34138,0.015319999,0.01679,BUTTERFLY.NS,BTRFLY GANDHI APPL LTD,Butterfly Gandhimathi Appliances Limited,806.8,,,,,,none,,1.3,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
4554,2024-12-14 23:36:08,BVCL.NS,Building Materials,Basic Materials,288,,,,,,86400,2,50.77,50.77,49.55,51.79,50.77,50.77,49.55,51.79,,,1280361600,,,0.868,29.385057,,8602,8602,59669,32327,32327,1133040768,45.05,77.0,0.48841795,54.3448,58.0188,,,1579568768,0.030869998,6400945,22160000,0.70147,,22277800,54.299,0.941638,-0.028,1.74,,0.020558834,1.0,1280361600,NSI,EQUITY,32506000,1.466,247693504,487075008,,,2319817984,40.48,104.597,,,,,-0.027,-0.037,0.72226995,0.10677,0.10207,BVCL.NS,BARAK VALLEY CEM. LTD.,Barak Valley Cements Limited,51.13,,,,,,none,,0.71,1.8,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",None,None,Hold,Trading near its 52-week low (bearish momentum)
4555,2024-12-14 23:36:08,BYKE.NS,Lodging,Consumer Cyclical,900,,,,,,86400,2,92.92,93.99,93.99,97.56,92.92,93.99,93.99,97.56,,,1537228800,,1.23,1.143,72.26666,,359004,359004,107328,170346,170346,5100368384,53.5,97.56,5.857174,72.9454,72.61215,,,3657926400,0.07407,18615190,52279300,0.5186,0.02185,52665100,43.06,2.2656758,0.536,1.35,,0.6382872,1.0,1537228800,NSI,EQUITY,237430000,5.058,370979488,594803968,,,870790016,29.454,20.614,,,,,0.297,0.161,0.71093005,0.42603,0.12844,BYKE.NS,THE BYKE HOSPITALITY LTD,The Byke Hospitality Limited,97.56,,,,,,none,,4.99,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
4556,2024-12-14 23:36:08,CALSOFT.NS,Software - Application,Technology,32,,,,,,86400,2,17.95,18.11,17.5,18.59,17.95,18.11,17.5,18.59,,,1283990400,,,0.673,44.975,,20250,20250,27185,32358,32358,279001504,13.55,28.02,6.328143,18.9376,18.1383,,,370072416,0.14152999,8751599,15457100,0.42363,,15508700,8.057,2.232841,0.863,0.4,,-0.11160493,2.0,1283990400,NSI,EQUITY,374000,0.024,15791000,92375000,1.905,1.905,44089000,74.178,2.852,0.023559999,0.0514,-19391624,-19400000,0.863,0.036,0.5437,0.35816002,0.09658,CALSOFT.NS,CALIFORNIA SOFTWARE CO LT,California Software Company Limited,17.99,,,,,,none,,0.22,1.7,Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
4557,2024-12-14 23:36:08,CAMLINFINE.NS,Specialty Chemicals,Basic Materials,624,,,,,,86400,2,116.2,116.0,112.7,118.38,116.2,116.0,112.7,118.38,,,1469664000,,,1.084,,25.58261,637692,637692,892650,849370,849370,19710812160,79.95,139.7,1.2402098,111.9284,106.48035,,,24052752384,-0.08951,80066790,167495008,0.45868,0.12705,176360000,51.638,2.2789419,,-13.36,,-0.11883187,0.45,1469664000,NSI,EQUITY,802547008,4.792,885907776,6830313984,,,15893127168,79.705,94.842,,,,,,-0.057,0.39965,0.05574,0.02096,CAMLINFINE.NS,CAMLIN FINE SCIENCES LTD,Camlin Fine Sciences Limited,117.68,110.0,110.0,110.0,110.0,,none,1,1.27,2.6,Hold,Hold,High Beta (more volatile),None,None,Hold,No strong momentum
4558,2024-12-14 23:36:08,CAMPUS.NS,Footwear & Accessories,Consumer Cyclical,1380,,,,,,86400,2,295.6,297.5,287.6,297.6,295.6,297.5,287.6,297.6,,,,,,-0.39,91.74528,53.588253,290076,290076,1023644,563622,563622,89161129984,213.0,371.9,5.9112873,292.08,280.4755,,,90773987328,0.06452,74810298,305398016,0.74028,0.21921,305608000,22.778,12.808412,43.688,3.18,5.53,0.05097258,,,NSI,EQUITY,183200000,0.602,1814300032,2190700032,0.49,2.266,15083200512,31.61,49.481,0.07332,0.15142,1241412480,2694599936,46.005,0.289,0.50284,0.12029,0.061869998,CAMPUS.NS,CAMPUS ACTIVEWEAR LIMITED,Campus Activewear Limited,291.75,390.0,252.0,320.0,319.0,,none,8,-1.3,2.2,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4559,2024-12-14 23:36:08,CAMS.NS,Information Technology Services,Technology,7137,,,,,,86400,2,5276.2,5276.2,5133.0,5286.0,5276.2,5276.2,5133.0,5286.0,58.0,0.0112,1731024000,0.5777,,0.225,60.608204,46.11965,369049,369049,416774,584277,584277,256119390208,2618.05,5367.5,19.751465,4685.401,3962.1323,54.0,0.010234638,248938119168,0.32657,47418580,49365800,0.03744,0.61948,49378600,209.281,24.784142,0.449,85.58,,0.92776704,10.5,1731024000,NSI,EQUITY,7328336896,148.882,5488273920,947508992,2.79,3.754,12967108608,9.19,263.729,0.23597999,0.45694,2669434112,4664991232,0.446,0.328,0.65014,0.42325002,0.41577998,CAMS.NS,COMPUTER AGE MNGT SER LTD,Computer Age Management Services Limited,5186.85,6000.0,3080.0,4617.385,4661.0,2.30769,buy,13,-1.69,1.6,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
4560,2024-12-14 23:36:08,CANBK.NS,Banks - Regional,Financial Services,82638,,,,,,86400,2,107.5,107.0,104.0,107.49,107.5,107.0,104.0,107.49,3.22,0.030199999,1718323200,0.1826,3.23,0.941,6.04195,5.6539707,21004551,21004551,25099333,26214359,26214359,966931120128,82.69,128.9,1.5783633,102.6586,111.42395,3.22,0.02995349,295642497024,0.26113,3231192223,9070650368,0.64352995,0.18077,9072350208,113.095,0.94239354,0.103,17.64,18.93,0.20620191,3.22,1718323200,NSI,EQUITY,1629029138432,179.717,,947697221632,,,612616306688,,67.531,0.0104600005,0.16986999,,-824898224128,0.104,0.148,,,0.35966,CANBK.NS,CANARA BANK,Canara Bank,106.58,140.0,83.0,121.8125,126.0,2.13333,buy,16,-0.86,3.8,Underperform,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)-
 Price-to-Book ratio (<1) indicates undervalued assets",Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
4561,2024-12-14 23:36:08,CANFINHOME.NS,Mortgage Finance,Financial Services,903,,,,,,86400,2,810.85,811.0,789.1,811.75,810.85,811.0,789.1,811.75,12.0,0.0149,1733270400,0.097399995,0.52,0.763,13.037337,10.93073,451703,451703,633190,1043684,1043684,106962477056,680.0,951.75,8.313176,844.569,820.726,4.0,0.004933095,439064756224,0.63754004,82369150,133154000,0.39189,0.35291,133187000,353.024,2.2749162,0.338,61.6,32.66,0.024950504,6.0,1733270400,NSI,EQUITY,4581725184,34.403,,336689659904,45.975,45.975,12866619392,716.121,96.634,0.022149999,0.18937999,,-24089964544,0.338,0.331,0.97635,,0.8225,CANFINHOME.NS,CAN FIN HOMES LTD,Can Fin Homes Limited,803.1,1095.0,670.0,985.94116,1000.0,1.82353,buy,17,-0.96,2.8,Hold,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
4562,2024-12-14 23:36:08,CANTABIL.NS,Apparel Manufacturing,Consumer Cyclical,3271,,,,,,86400,2,258.26,259.0,254.05,276.79,258.26,259.0,254.05,276.79,1.0,0.0046,1724976000,0.12060001,,0.248,37.437927,,924916,924916,186211,301967,301967,22951940096,180.55,309.5,3.627938,233.607,235.2508,,,21132206080,0.096990004,20504261,83638000,0.79147005,0.01943,83675504,39.032,7.0306416,-0.07,7.33,,0.075102806,0.5,1724976000,NSI,EQUITY,351276000,4.187,1754758784,3359360000,,,6326441984,102.903,76.783,,,,,-0.096,0.145,0.63303,0.27737,0.16729,CANTABIL.NS,CANTABIL RETAIL LTD,Cantabil Retail India Limited,274.42,,,,,,none,,6.26,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4563,2024-12-14 23:36:08,CAPACITE.NS,Engineering & Construction,Industrials,912,,,,,,86400,2,431.15,432.8,420.0,434.2,431.15,432.8,420.0,434.2,,,1566259200,,,0.873,19.375845,15.865314,602970,602970,1311779,825628,825628,36375490560,210.1,449.55,1.7564749,384.68,335.3875,,,30935789568,0.07466,42672543,84604000,0.471,0.08884,84604000,179.301,2.3979232,1.801,22.19,,0.61696124,1.0,1566259200,NSI,EQUITY,2094115968,24.779,3616828928,3289650944,,,20709371904,21.684,262.424,,,,,1.249,0.324,0.32592,0.17465,0.14866,CAPACITE.NS,CAPACITE INFRAPROJECT LTD,Capacit'e Infraprojects Limited,429.95,459.0,432.0,444.0,441.0,,none,3,-0.28,2.5,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
4564,2024-12-14 23:36:08,CAPITALSFB.NS,Banks - Regional,Financial Services,1946,,,,,,86400,2,276.35,274.05,274.0,278.55,276.35,274.05,274.0,278.55,1.2,0.0044,1723766400,0.044899996,,,10.310397,,36898,36898,43374,49469,49469,12474570752,273.5,469.0,3.050658,288.081,323.2885,,,11479139328,0.29467,23171525,45246900,0.353,0.23257999,45246900,281.3,0.9800925,0.372,26.74,,-0.36620688,1.2,1723766400,NSI,EQUITY,4825699840,107.254,,3900199936,,,4089140992,,98.629,0.01342,0.12187,,-8469901824,0.08,0.354,,,0.36126,CAPITALSFB.NS,CAPITAL SMALL FIN BANK L,Capital Small Finance Bank Limited,275.7,,,,,,none,,-0.24,2.5,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<1) indicates undervalued assets",Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
4565,2024-12-14 23:36:08,CAPLIPOINT.NS,Drug Manufacturers - Specialty & Generic,Healthcare,3406,,,,,,86400,2,2438.45,2438.9,2363.9,2458.45,2438.45,2438.9,2363.9,2458.45,5.0,0.002,1727049600,0.0773,0.51,0.399,37.87816,32.022907,98897,98897,188946,281015,281015,185966411776,1225.0,2490.0,10.146629,2044.459,1643.7545,2.5,0.0010252415,178660098048,0.26929,19297178,76011696,0.74584,0.03505,76929696,324.909,7.529955,0.139,64.59,,0.88864446,2.5,1727049600,NSI,EQUITY,8266200064,108.826,6032900096,24300000,4.527,6.067,18327900160,0.094,241.314,0.12741,0.21243,1072512512,3747800064,0.137,0.178,0.5702,0.32916,0.30635,CAPLIPOINT.NS,CAPLIN POINT LAB LTD.,Caplin Point Laboratories Limited,2446.55,2400.0,2280.0,2348.3333,2365.0,,none,3,0.33,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
4566,2024-12-14 23:36:08,CAPTRUST.NS,Credit Services,Financial Services,1834,,,,,,86400,2,126.95,126.0,122.9,130.0,126.95,126.0,122.9,130.0,,,1568937600,,,1.748,99.95349,,20820,20820,7300,11640,11640,2108272128,93.0,185.0,2.8553715,117.4882,124.4033,,,2549797888,0.03247,1880419,16217500,0.81696,,16350800,47.295,2.7262926,0.52,1.29,,0.30572152,0.5,1568937600,NSI,EQUITY,122060000,7.526,,800844992,,,738353024,104.413,45.375,,,,,0.5,0.302,0.98295,,0.048049998,CAPTRUST.NS,CAPITAL TRUST LIMITED,Capital Trust Limited,128.94,,,,,,none,,1.57,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4567,2024-12-14 23:36:08,CARBORUNIV.NS,Conglomerates,Industrials,2238,,,,,,86400,2,1360.75,1361.0,1332.85,1361.0,1360.75,1361.0,1332.85,1361.0,4.0,0.003,1721606400,0.16049999,0.55,0.646,54.05346,39.895515,57126,57126,123045,155859,155859,256201981952,1025.6,1841.15,5.3662877,1419.596,1490.0208,2.5,0.0018372221,255051939840,0.09948,113788217,190386000,0.42753,0.37992,190506000,175.304,7.6715302,0.137,24.88,17.03,0.12837183,2.5,1721606400,NSI,EQUITY,3903000064,20.516,7709810176,1788899968,1.596,3.284,47742869504,5.161,251.109,0.08851,0.1506,42153752,4704309760,0.135,0.068,0.61241,0.16149001,0.116809994,CARBORUNIV.NS,CARBORUNDUM UNIVERSAL LTD,Carborundum Universal Limited,1344.85,1750.0,1198.0,1524.8,1575.0,2.7,hold,10,-1.17,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
4568,2024-12-14 23:36:08,CAREERP.NS,Conglomerates,Industrials,182,,,,,,86400,2,410.8,407.15,402.1,420.0,410.8,407.15,402.1,420.0,4.0,0.0099,1732838400,0.1172,,-0.284,12.121079,17.593618,16614,16614,14475,17575,17575,7521854976,187.0,569.0,6.6348543,467.682,422.45874,,,7648318976,0.53514,2444949,18192900,0.74581003,,18888200,292.206,1.4149265,0.221,34.11,23.5,1.0703554,1.0,1732838400,NSI,EQUITY,64084000,3.522,779895488,345985984,,,1133688064,6.505,62.318,,,,,0.222,0.077,0.84713,0.68793,0.7422,CAREERP.NS,CAREER POINT LIMITED,Career Point Limited,413.45,,,,,,none,,0.65,2.5,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,Hold,No strong momentum
4569,2024-12-14 23:36:08,CARERATING.NS,Financial Data & Stock Exchanges,Financial Services,563,,,,,,86400,2,1385.6,1387.0,1337.0,1391.6,1385.6,1387.0,1337.0,1391.6,18.0,0.013200001,1730764800,0.4716,3.3,1.075,35.839672,25.96673,45509,45509,147895,80583,80583,40859947008,891.0,1571.0,11.191053,1383.468,1141.6517,18.0,0.0129907625,40276729856,0.31323,22611371,29915400,0.20132999,0.33666,29915400,251.989,5.420276,0.31,38.11,,0.47683406,7.0,1730764800,NSI,EQUITY,869532992,29.073,1258478976,207502000,1.591,7.794,3651126016,2.722,122.298,0.0871,0.16053,-4767465472,777262016,0.303,0.217,0.51462,0.34467998,0.45043,CARERATING.NS,CARE RATINGS LIMITED,CARE Ratings Limited,1365.85,1744.0,1744.0,1744.0,1744.0,,none,1,-1.43,2.0,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
4570,2024-12-14 23:36:08,CARTRADE.NS,Auto & Truck Dealerships,Consumer Cyclical,1010,,,,,,86400,2,1524.05,1509.9,1467.55,1527.3,1524.05,1509.9,1467.55,1527.3,,,,,,0.168,83.319496,52.460987,266492,266492,433437,409636,409636,71176634368,623.9,1580.7,12.287672,1177.449,914.73975,,,66565689344,0.0836,40327064,47301300,0.026670001,0.60085,47832600,450.493,3.3402295,1.55,18.06,,0.9596926,,,NSI,EQUITY,6734280192,142.517,839998976,1227158016,3.254,3.635,5792523776,5.514,123.126,0.01641,0.04507,2391646464,689916032,1.535,-0.509,0.52006,0.14501001,0.14308,CARTRADE.NS,CARTRADE TECH LIMITED,CarTrade Tech Limited,1504.75,1655.0,700.0,1215.0,1232.0,2.0,buy,5,-1.27,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Buy,Trading near its 52-week high (bullish momentum)
4571,2024-12-14 23:36:08,CARYSIL.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,,,,,,,86400,2,769.15,765.05,755.25,768.95,769.15,765.05,755.25,768.95,2.0,0.0026,1726531200,0.0871,,1.118,33.11058,20.881323,44327,44327,61993,50945,50945,21627152384,720.55,1150.95,2.748896,778.558,848.6863,,,23280674816,0.08073,13021986,28415600,0.48049998,0.096269995,28436200,174.284,4.3638544,0.088,22.97,,-0.15597606,2.0,1726531200,NSI,EQUITY,1027800000,36.218,1371438976,2681100032,0.839,1.505,7867577856,53.728,289.213,0.07763,0.15459,-584244096,-452428992,-0.03,0.266,0.54373,0.17432,0.13213,CARYSIL.NS,CARYSIL LIMITED,Carysil Limited,760.55,1101.0,909.0,1038.0,1071.0,,none,4,-1.12,1.7,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
4572,2024-12-14 23:36:08,CASTROLIND.NS,Oil & Gas Refining & Marketing,Energy,630,,,,,,86400,2,209.63,208.99,205.55,213.38,209.63,208.99,205.55,213.38,7.0,0.0332,1722988800,0.8811,4.34,0.662,23.261301,20.443798,3895592,3895592,3654250,7785637,7785637,208684957696,143.5,284.4,3.9561129,209.5122,221.78625,8.0,0.038162477,196499898368,0.1702,464603689,989121984,0.52224,0.20522,989217024,21.593,9.770759,0.067,9.07,,0.42940378,3.5,1722988800,NSI,EQUITY,12631400448,12.788,12256424960,733299968,,,52750000128,3.437,53.329,,,,,0.066,0.089,0.48064,0.23235,0.20306998,CASTROLIND.NS,CASTROL INDIA LIMITED,Castrol India Limited,210.98,275.0,190.0,234.25,236.0,,none,4,0.64,3.0,Hold,Buy,"Low Beta (less volatile than the market)-
 Pays a good dividend (>3%)",None,None,Hold,No strong momentum
4573,2024-12-14 23:36:08,CCCL.NS,Engineering & Construction,Industrials,201,,,,,,86400,2,17.64,17.64,17.29,17.99,17.64,17.64,17.29,17.99,,,1308182400,,,7.332,0.9413919,,136856,136856,763464,256926,256926,7527375872,1.5,28.68,4.753737,18.8316,8.02285,,,8465790976,4.80957,149373703,418188000,0.64167,0.11224,418420000,1.796,10.016704,,19.11,,10.993333,0.5,1308182400,NSI,EQUITY,140298000,0.353,-5978737152,1459762944,0.173,0.493,1583464960,204.658,3.973,-0.45204,,-3808738048,1021171968,,0.615,0.025309999,,-0.20497,CCCL.NS,CONS. CONST. CONSORT LTD,Consolidated Construction Consortium Limited,17.99,,,,,,none,,1.98,2.6,Hold,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
4574,2024-12-14 23:36:08,CCHHL.NS,Lodging,Consumer Cyclical,,,,,,,86400,2,20.99,20.99,20.05,20.99,20.99,20.99,20.05,20.99,,,,,,0.853,,,54252,54252,78534,46264,46264,3349397760,12.1,30.65,4.7916512,20.83,19.18885,,,3272388608,-0.02157,38569235,163464992,0.73800004,,166346000,19.259,1.0639181,,-0.05,,0.45836294,,,NSI,EQUITY,15775000,0.105,148752992,237464000,,,699006976,7.618,4.419,,,,,,0.089,0.86184996,0.21281,0.02641,CCHHL.NS,COUNTRY CLUB HOSP HOL LTD,Country Club Hospitality & Holidays Limited,20.49,,,,,,none,,-2.38,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,No strong momentum
4575,2024-12-14 23:36:08,CCL.NS,Packaged Foods,Consumer Defensive,999,,,,,,86400,2,775.55,784.0,762.05,784.0,775.55,784.0,762.05,784.0,4.5,0.0058,1726185600,0.2193,1.06,0.236,37.591507,27.465338,129440,129440,358885,213736,213736,102578814976,551.6,855.0,3.5258796,707.662,646.84375,2.0,0.002578815,120923848704,0.094160005,69232843,133176000,0.48018003,0.25331,135907008,135.667,5.677504,0.215,20.49,,0.22485495,2.0,1726185600,NSI,EQUITY,1461483008,10.968,4838971904,19749314560,0.383,1.331,29093113856,109.247,218.565,0.069749996,0.16146,-6579245056,-1546606976,0.212,0.214,0.38716,0.16633,0.15421,CCL.NS,CCL PRODUCTS (I) LTD,CCL Products (India) Limited,770.25,1000.0,720.0,807.6667,785.0,2.22222,buy,9,-0.68,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
4576,2024-12-14 23:36:08,CDSL.NS,Capital Markets,Financial Services,335,,,,,,86400,2,1948.0,1940.0,1905.0,1951.75,1948.0,1940.0,1905.0,1951.75,9.5,0.0049,1721088000,0.3726,0.98,0.444,76.335434,64.43966,3341208,3341208,4854820,6072879,6072879,406191505408,811.0,1962.2,35.541267,1585.741,1259.7922,,,398247591936,0.46629003,174481560,209000000,,0.17122999,209484000,73.158,26.56579,0.488,25.46,31.59,1.0509708,1.5,1721088000,NSI,EQUITY,8391724032,40.152,7270005248,10415000,2.237,2.416,11428728832,0.066,54.671,0.2394,0.37493,3918866176,5285935104,0.488,0.558,1.0,0.63612,0.62514,CDSL.NS,CENTRAL DEPO SER (I) LTD,Central Depository Services (India) Limited,1943.5,2000.0,1300.0,1503.4,1472.5,3.0,hold,10,-0.23,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
4577,2024-12-14 23:36:08,CEATLTD.NS,Auto Parts,Consumer Cyclical,8593,,,,,,86400,2,3185.8,3210.0,3160.0,3259.8,3185.8,3210.0,3160.0,3259.8,30.0,0.0094,1723161600,0.21440001,1.27,0.66,22.727205,16.448578,675585,675585,292388,1065080,1065080,128566591488,2210.15,3578.8,1.0324694,2935.016,2711.246,,,149043462144,0.04546,21617216,40450100,0.033469997,0.82602996,42856600,1038.392,3.0608864,-0.414,139.85,190.78,0.30960035,30.0,1723161600,NSI,EQUITY,454300000,11.231,14467300352,20842000384,0.282,0.64,124523397120,49.518,3078.426,0.06197,0.14031,583937472,13608899584,-0.414,0.082,0.39091,0.11618,0.06814,CEATLTD.NS,CEAT LIMITED,CEAT Limited,3178.4,4000.0,2350.0,3458.5,3575.0,1.77778,buy,18,-0.23,1.8,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
4578,2024-12-14 23:36:08,CEIGALL.NS,Engineering & Construction,Industrials,2256,,,,,,86400,2,356.85,355.0,348.35,365.0,356.85,355.0,348.35,365.0,0.5,0.0014,1727049600,0.025999999,,,18.907389,15.398305,235463,235463,376107,438305,438305,63332257792,293.0,424.8,1.9589267,353.44,367.06766,,,65005936640,0.10357001,84178325,174204992,0.82057,0.06835,174276992,101.209,3.5905898,-0.088,19.22,,-0.060374916,0.5,1727049600,NSI,EQUITY,5646530048,33.888,5700930048,9947849728,1.618,2.088,32330080256,58.457,200.115,,,,-5309289984,-0.14,0.042,0.23312001,0.17634001,0.14112,CEIGALL.NS,CEIGALL INDIA LIMITED,,363.4,450.0,450.0,450.0,450.0,,none,1,1.84,2.2,Buy,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
4579,2024-12-14 23:36:08,CELEBRITY.NS,Apparel Manufacturing,Consumer Cyclical,2497,,,,,,86400,2,16.6,16.7,16.0,16.7,16.6,16.7,16.0,16.7,,,1156896000,,,0.16,,,41965,41965,108985,119962,119962,907095744,12.8,23.95,0.3205625,15.0734,17.3496,,,1460054272,-0.03007,30838675,56552100,0.50163,0.06904,58173900,6.007,2.6702182,,-2.36,,-0.072832346,1.0,1156896000,NSI,EQUITY,35800000,0.632,92850000,671600000,,,2829700096,197.704,60.708,,,,,,-0.623,0.40001,0.03281,-0.20557,CELEBRITY.NS,CELEBRITY FASHIONS LTD,Celebrity Fashions Limited,16.04,,,,,,none,,-3.37,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
4580,2024-12-14 23:36:08,CELLO.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,5736,,,,,,86400,2,828.45,825.05,818.65,832.0,828.45,825.05,818.65,832.0,1.5,0.0018000001,1722556800,,,,54.36477,39.78354,51397,51397,131067,183044,183044,183478091776,711.2,1025.0,9.042125,829.588,871.48975,,,177407131648,0.16569,22712965,220884992,0.75001,0.15377,221018000,54.149,15.330848,0.066,15.27,22.66,0.03794694,1.5,1722556800,NSI,EQUITY,1782459008,8.399,5159027712,3707120896,,,20291479552,27.062,95.594,,,,,0.066,0.061,0.52419,0.25425,0.22994,CELLO.NS,CELLO WORLD LIMITED,Cello World Limited,830.15,1000.0,859.0,929.8333,945.0,,none,6,0.21,1.3,Strong Buy,Hold,High Beta (more volatile),None,None,Hold,No strong momentum
