row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank,Stock_Volatile,Stock_Volatile_Percentage,D01_01_Diff,D02_01_Diff,D03_01_Diff,D04_01_Diff,D05_01_Diff,D08_01_Diff,D09_01_Diff,D10_01_Diff,D11_01_Diff,D12_01_Diff,D15_01_Diff,D16_01_Diff,D17_01_Diff,D18_01_Diff,D19_01_Diff,D22_01_Diff,D23_01_Diff,D24_01_Diff,D25_01_Diff,D26_01_Diff,D29_01_Diff,D30_01_Diff,D31_01_Diff,D01_02_Diff,D02_02_Diff,D05_02_Diff,D06_02_Diff,D07_02_Diff,D08_02_Diff,D09_02_Diff,D12_02_Diff,D13_02_Diff,D14_02_Diff,D15_02_Diff,D16_02_Diff,D19_02_Diff,D20_02_Diff,D21_02_Diff,D22_02_Diff,D23_02_Diff,D26_02_Diff,D27_02_Diff,D28_02_Diff,D29_02_Diff,D01_03_Diff,D04_03_Diff,D05_03_Diff,D06_03_Diff,D07_03_Diff,D08_03_Diff,D11_03_Diff,D12_03_Diff,D13_03_Diff,D14_03_Diff,D15_03_Diff,D18_03_Diff,D19_03_Diff,D20_03_Diff,D21_03_Diff,D22_03_Diff,D25_03_Diff,D26_03_Diff,D27_03_Diff,D28_03_Diff,D29_03_Diff,D01_04_Diff,D02_04_Diff,D03_04_Diff,D04_04_Diff,D05_04_Diff,D08_04_Diff,D09_04_Diff,D10_04_Diff,D11_04_Diff,D12_04_Diff,D15_04_Diff,D16_04_Diff,D17_04_Diff,D18_04_Diff,D19_04_Diff,D22_04_Diff,D23_04_Diff,D24_04_Diff,D25_04_Diff,D26_04_Diff,D29_04_Diff,D30_04_Diff,D01_05_Diff,D02_05_Diff,D03_05_Diff,D06_05_Diff,D07_05_Diff,D08_05_Diff,D09_05_Diff,D10_05_Diff,D13_05_Diff,D14_05_Diff,D15_05_Diff,D16_05_Diff,D17_05_Diff,D20_05_Diff,D21_05_Diff,D22_05_Diff,D23_05_Diff,D24_05_Diff,D27_05_Diff,D28_05_Diff,D29_05_Diff,D30_05_Diff,D31_05_Diff,D03_06_Diff,D04_06_Diff,D05_06_Diff,D06_06_Diff,D07_06_Diff,D10_06_Diff,D11_06_Diff,D12_06_Diff,D13_06_Diff,D14_06_Diff,D17_06_Diff,D18_06_Diff,D19_06_Diff,D20_06_Diff,D21_06_Diff,D24_06_Diff,D25_06_Diff,D26_06_Diff,D27_06_Diff,D28_06_Diff,D01_07_Diff,D02_07_Diff,D03_07_Diff,D04_07_Diff,D05_07_Diff,D08_07_Diff,D09_07_Diff,D10_07_Diff,D11_07_Diff,D12_07_Diff,D15_07_Diff,D16_07_Diff,D17_07_Diff,D18_07_Diff,D19_07_Diff,D22_07_Diff,D23_07_Diff,D24_07_Diff,D25_07_Diff,D26_07_Diff,D29_07_Diff,D30_07_Diff,D31_07_Diff,D01_08_Diff,D02_08_Diff,D05_08_Diff,D06_08_Diff,D07_08_Diff,D08_08_Diff,D09_08_Diff,D12_08_Diff,D13_08_Diff,D14_08_Diff,D15_08_Diff,D16_08_Diff,D19_08_Diff,D20_08_Diff,D21_08_Diff,D22_08_Diff,D23_08_Diff,D26_08_Diff,D27_08_Diff,D28_08_Diff,D29_08_Diff,D30_08_Diff,D02_09_Diff,D03_09_Diff,D04_09_Diff,D05_09_Diff,D06_09_Diff,D09_09_Diff,D10_09_Diff,D11_09_Diff,D12_09_Diff,D13_09_Diff,D16_09_Diff,D17_09_Diff,D18_09_Diff,D19_09_Diff,D20_09_Diff,D23_09_Diff,D24_09_Diff,D25_09_Diff,D26_09_Diff,D27_09_Diff,D30_09_Diff,D01_10_Diff,D02_10_Diff,D03_10_Diff,D04_10_Diff,D07_10_Diff,D08_10_Diff,D09_10_Diff,D10_10_Diff,D11_10_Diff,D14_10_Diff,D15_10_Diff,D16_10_Diff,D17_10_Diff,D18_10_Diff,D21_10_Diff,D22_10_Diff,D23_10_Diff,D24_10_Diff,D25_10_Diff,D28_10_Diff,D29_10_Diff,D30_10_Diff,D31_10_Diff,D01_11_Diff,D04_11_Diff,D05_11_Diff,D06_11_Diff,D07_11_Diff,D08_11_Diff,D11_11_Diff,D12_11_Diff,D13_11_Diff,D14_11_Diff,D15_11_Diff,D18_11_Diff,D19_11_Diff,D20_11_Diff,D21_11_Diff,D22_11_Diff,D25_11_Diff,D26_11_Diff,D27_11_Diff,D28_11_Diff,D29_11_Diff,D02_12_Diff,D03_12_Diff,D04_12_Diff,D05_12_Diff,D06_12_Diff,D09_12_Diff,D10_12_Diff,D11_12_Diff,D12_12_Diff,D13_12_Diff,D16_12_Diff,D17_12_Diff,D18_12_Diff,D19_12_Diff,D20_12_Diff,D23_12_Diff,D24_12_Diff,D25_12_Diff,D26_12_Diff,D27_12_Diff,D30_12_Diff,D31_12_Diff,W01_01,W02_01,W03_01,W04_01,W05_01,W06_02,W07_02,W08_02,W09_02,W10_03,W11_03,W12_03,W13_03,W14_04,W15_04,W16_04,W17_04,W18_04,W19_05,W20_05,W21_05,W22_05,W23_06,W24_06,W25_06,W26_06,W27_07,W28_07,W29_07,W30_07,W31_07,W32_08,W33_08,W34_08,W35_08,W36_09,W37_09,W38_09,W39_09,W40_09,W41_10,W42_10,W43_10,W44_10,W45_11,W46_11,W47_11,W48_11,W49_12,W50_12,W51_12,W52_12,W53_12,M01_2024,M02_2024,M03_2024,M04_2024,M05_2024,M06_2024,M07_2024,M08_2024,M09_2024,M10_2024,M11_2024,M12_2024,2024,Expert_Comments,Expert_Review
1339,2024-12-27 23:59:57,OIL.NS,6492.0,10.0,9.0,1.0,4.0,10.0,86400.0,2.0,428.0,421.8,429.55,13.5,0.032,1731542400.0,0.2036,6.14,0.709,994344.0,994344.0,3014604.0,0.07035,0.17884001,-20906287104.0,110856896512.0,507.76758,11.167,0.026149163,914369019904.0,543674834.0,1626610048.0,0.66561997,0.21457,1626800000.0,323.971,1.3123088,3.793,51.59,57.68,0.72128177,3.0,1731542400.0,NSI,EQUITY,93569097728.0,57.547,133328699392.0,278211788800.0,2199496.0,2199496.0,691553239040.0,241.6,767.9,2.0248132,482.361,0.881,1.401,341539291136.0,48.753,209.945,3.806,-0.033,0.73816,0.39038,0.26608,0.24565001,427.05,428.0,421.8,429.55,427.05,8.240938,7.120077,OIL.NS,OIL INDIA LTD,Oil India Limited,Oil & Gas Integrated,Energy,425.15,777.0,280.0,589.0185,643.0,,none,18.0,-0.44,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,,,1.0,1.0,7.75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,-0.44,,
1340,2024-12-27 23:59:57,OILCOUNTUB.NS,,,,,,,86400.0,2.0,64.15,64.15,64.15,,,1401321600.0,,4.17,-0.27,53995.0,53995.0,30137.0,,,,,47.03505,,,3500848128.0,11846866.0,44289500.0,0.68278,,45388000.0,43.975,1.4587835,,-13.51,,1.100167,2.0,1401321600.0,NSI,EQUITY,31468000.0,0.709,233836000.0,902390976.0,27103.0,27103.0,2911640320.0,26.8,65.85,6.7664256,57.8874,,,430307008.0,46.332,9.711,,117.998,0.65639,0.54342,-0.30110002,-1.43014,62.9,64.15,64.15,64.15,62.9,,,OILCOUNTUB.NS,OIL COUNTRY TUBULAR LTD.,Oil Country Tubular Limited,Oil & Gas Equipment & Services,Energy,64.15,,,,,,none,,1.99,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),,,7.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,1.99,,
1341,2024-12-27 23:59:57,OLAELEC.NS,,,,,,,86400.0,2.0,93.85,88.51,94.25,,,,,,,37583562.0,37583562.0,56069153.0,,,,-18930870272.0,96.87444,,,360738750464.0,1614525000.0,4168900096.0,0.72452,0.14721,4168900096.0,15.935,5.643552,,-3.92,-2.04,0.025767565,,,NSI,EQUITY,59200000000.0,14.352,-13456379904.0,33550000128.0,39375936.0,39375936.0,374909173760.0,66.66,157.4,6.518084,83.6142,1.531,2.195,57518309376.0,51.042,15.509,,0.391,0.1611,-0.23395,-0.42091998,-0.28415,93.55,93.85,88.51,94.25,93.55,,-40.318676,OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,,Auto Manufacturers,Consumer Cyclical,89.93,137.0,62.0,98.16667,100.0,,none,6.0,-3.87,2.6,Hold,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),,,9.0,3.0,5.74,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.87,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87,-3.87,,
1342,2024-12-27 23:59:57,OLECTRA.NS,492.0,,,,,,86400.0,2.0,1453.9,1424.0,1462.3,0.4,0.00029999999,1726704000.0,0.0292,1.68,1.134,271336.0,271336.0,645747.0,0.05866,0.12251,-535395008.0,1683369984.0,1679.4427,,,120713830400.0,39026962.0,82080704.0,0.50299,0.050359998,82570896.0,119.515,11.936577,1.634,13.73,,0.07335913,0.4,1726704000.0,NSI,EQUITY,2187315968.0,26.628,2069296000.0,1867195008.0,346756.0,346756.0,117140979712.0,1255.0,2221.95,7.976572,1558.801,1.011,1.58,14685629440.0,18.952,178.989,1.632,0.705,0.26667,0.14091,0.13673,0.07644,1445.6,1453.9,1424.0,1462.3,1445.6,103.90386,37.64116,OLECTRA.NS,OLECTRA GREENTECH LIMITED,Olectra Greentech Limited,Farm & Heavy Construction Machinery,Industrials,1426.6,2086.0,2086.0,2086.0,2086.0,,none,1.0,-1.31,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),,,22.0,8.0,38.3,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31,-1.31,,
1343,2024-12-27 23:59:57,OMAXAUTO.NS,153.0,,,,,,86400.0,2.0,115.69,112.81,118.87,2.0,0.0177,1724284800.0,0.123900004,3.57,0.268,32344.0,32344.0,47256.0,0.03467,0.11644,355852000.0,281153984.0,129.50536,,,2352782592.0,9556167.0,21388200.0,0.54828,,21482500.0,145.728,0.79476833,,16.14,,0.78396297,1.0,1724284800.0,NSI,EQUITY,1122870016.0,52.532,456478016.0,1058556032.0,60393.0,60393.0,2488103168.0,64.05,168.0,0.66947556,117.068,1.299,1.714,3716495872.0,33.983,173.817,,0.049,0.21037,0.12282,0.09854999,0.09285,115.69,115.69,112.81,118.87,115.69,7.1759605,,OMAXAUTO.NS,OMAX AUTOS LTD,Omax Autos Limited,Auto Parts,Consumer Cyclical,115.82,,,,,,none,,0.11,2.9,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,,,,,6.0,5.0,6.06,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,,
1344,2024-12-27 23:59:57,OMAXE.NS,505.0,,,,,,86400.0,2.0,108.0,105.0,110.85,,,1568851200.0,,0.4,-0.682,114278.0,114278.0,217265.0,,,,,110.6282,,,22737375232.0,35789871.0,182900992.0,0.76728,0.05899,183188000.0,26.266,4.0775146,,-32.75,7.0,0.44459283,0.7,1568851200.0,NSI,EQUITY,5399900160.0,29.519,-3830350080.0,7955800064.0,219164.0,219164.0,19619434496.0,73.9,162.45,1.1259489,111.8838,,,17424799744.0,162.725,96.127,,0.6,-0.13814001,-0.21982001,-0.46372002,-0.25465,108.2,108.0,105.0,110.85,108.2,,15.3,OMAXE.NS,OMAXE LIMITED,Omaxe Limited,Real Estate - Development,Real Estate,107.1,,,,,,none,,-1.02,2.6,Hold,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),,,5.0,4.0,5.85,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,-1.02,,
1345,2024-12-27 23:59:57,OMINFRAL.NS,850.0,,,,,,86400.0,2.0,164.0,157.01,164.51,0.5,0.003,1727049600.0,0.1843,0.86,0.784,161564.0,161564.0,237180.0,0.01872,0.03289,-433047744.0,431122688.0,159.0429,,,15859804160.0,28617519.0,96303800.0,0.68126,0.06409,96345104.0,81.238,1.9732146,-0.853,2.71,,0.07209456,0.5,1727049600.0,NSI,EQUITY,685782976.0,7.585,523719488.0,1025155008.0,254765.0,254765.0,15444120576.0,97.05,227.9,1.5837734,156.015,0.694,1.388,9751471104.0,13.14,102.636,-0.84,-0.148,0.52224,0.05371,0.066810004,0.02595,163.28,164.0,157.01,164.51,163.28,59.15129,,OMINFRAL.NS,OM INFRA LIMITED,Om Infra Limited,Engineering & Construction,Industrials,160.3,,,,,,none,,-1.83,1.0,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,,,,,23.0,12.0,7.5,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.83,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,-1.83,,
1346,2024-12-27 23:59:57,OMKARCHEM.NS,,,,,,,86400.0,2.0,7.93,7.93,7.93,,,1473897600.0,,1.08,0.162,55300.0,55300.0,11919.0,,,,,8.2476,,,2447997440.0,17551799.0,20578000.0,0.14709,,20639300.0,-83.011,,,-4.93,,-0.10395479,1.5,1473897600.0,NSI,EQUITY,3333000.0,0.162,-55499000.0,2279497984.0,6664.0,6664.0,163183536.0,5.65,11.39,0.842986,9.0258,,,193578000.0,,9.414,,-0.492,0.29202998,-0.2867,-0.32417,-0.68306,7.93,7.93,7.93,7.93,7.93,,,OMKARCHEM.NS,OMKAR SPL CHEM LTD,Omkar Speciality Chemicals Limited,Specialty Chemicals,Basic Materials,7.93,,,,,,none,,0.0,2.6,Hold,Hold,Low Beta (less volatile than the market),,,,,10.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1347,2024-12-27 23:59:57,ONELIFECAP.NS,17.0,,,,,,86400.0,2.0,17.69,16.51,17.7,,,,,,0.212,4712.0,4712.0,31363.0,,,,,18.26035,,,191203472.0,4867842.0,13360000.0,0.54580003,,13642300.0,37.949,0.44348994,,-3.65,,0.01731348,,,NSI,EQUITY,250187008.0,20.828,105779000.0,261747008.0,22841.0,22841.0,229599904.0,13.0,33.25,0.49952224,16.9186,,,459639008.0,51.365,38.264,,2.819,0.56622005,0.23013,0.21425,0.03097,17.04,17.69,16.51,17.7,17.04,,,ONELIFECAP.NS,ONELIFE CAP ADVISORS LTD,Onelife Capital Advisors Limited,Capital Markets,Financial Services,16.83,,,,,,none,,-1.23,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%),,,9.0,7.0,1.19,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,-1.23,,
1348,2024-12-27 23:59:57,ONEPOINT.NS,3785.0,,,,,,86400.0,2.0,53.82,53.5,56.88,,,1568246400.0,,,0.937,876015.0,876015.0,750438.0,,,,,62.1419,,,14277261312.0,80209524.0,188060000.0,,,204756992.0,6.538,8.256348,0.76,1.3,,0.06916261,0.013333,1568246400.0,NSI,EQUITY,181036000.0,0.857,627082496.0,580632000.0,766778.0,766778.0,10151478272.0,44.65,77.5,5.201093,61.8864,,,1951796992.0,41.576,9.502,0.545,0.711,0.46890998,0.32127997,0.16721001,0.12637,54.26,53.82,53.5,56.88,54.26,41.52308,,ONEPOINT.NS,ONE POINT ONE SOL LTD,One Point One Solutions Limited,Specialty Business Services,Industrials,53.98,,,,,,none,,-0.52,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,19.0,7.0,3.38,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,-0.52,,
